taxid,contig_count,total_bp,Name,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
93830.0,3,11850,Hantavirus Z10,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Z10,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;1986491;339351;93830,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;no rank;no rank;species
86782.0,3,11847,Amur virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus hantanense;Amur virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;3052480;86782,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
44158.0,1,11847,Aura virus,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Aura virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;44158,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
3052480.0,3,11845,Orthohantavirus hantanense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus hantanense,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;3052480,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species
2169701.0,1,11835,Onyong-nyong virus,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Onyong-nyong virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;2169701,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
37124.0,1,11826,Chikungunya virus,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Chikungunya virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;37124,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
79899.0,1,11821,Igbo Ora virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Onyong-nyong virus;Igbo Ora virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;2169701;79899,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11023.0,1,11673,Middelburg virus,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Middelburg virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;11023,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
1440170.0,1,11561,Madariaga virus,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Madariaga virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;1440170,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
2576944.0,3,11559,Dar es Salaam virus TZ-189,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Tanzavirus;Tanzavirus daressalaamense;Dar es Salaam virus TZ-189,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;2843070;3052759;2576944,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
992212.0,3,11490,SFTS virus HB29,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Bandavirus;Bandavirus dabieense;SFTS virus HB29,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;2733256;2748958;992212,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
318848.0,1,11450,Le Dantec virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Ledantevirus;Ledantevirus ledantec;Le Dantec virus,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;1978532;1978540;318848,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
2748235.0,3,11372,Zaliv Terpeniya virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Uukuvirus;Uukuvirus tyulenyense;Zaliv Terpeniya virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;2734594;3052809;2748235,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
11591.0,3,11372,Uukuniemi virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Uukuvirus;Uukuvirus uukuniemiense;Uukuniemi virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;2734594;3052811;11591,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
1003835.0,3,11272,Severe fever with thrombocytopenia syndrome virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Bandavirus;Bandavirus dabieense;Severe fever with thrombocytopenia syndrome virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;2733256;2748958;1003835,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
11277.0,1,11161,Vesicular stomatitis Indiana virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Vesiculovirus;Vesiculovirus indiana;Vesicular stomatitis Indiana virus,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11271;1972577;11277,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
1972568.0,1,11121,Vesiculovirus jurona,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Vesiculovirus;Vesiculovirus jurona,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11271;1972568,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species
11272.0,1,11120,Chandipura virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Vesiculovirus;Vesiculovirus chandipura;Chandipura virus,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11271;1972576;11272,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
290008.0,1,11088,Isfahan virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Vesiculovirus;Vesiculovirus isfahan;Isfahan virus,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11271;1972573;290008,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
64286.0,1,11065,Usutu virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus usutuense;Usutu virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048443;64286,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11085.0,1,10874,Langat virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus langatense;Langat virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048175;11085,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11086.0,1,10871,Louping ill virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus loupingi;Louping ill virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048184;11086,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
164416.0,1,10814,Wesselsbron virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus wesselsbronense;Wesselsbron virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048447;164416,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
172148.0,1,10775,Alkhumra hemorrhagic fever virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus kyasanurense;Kyasanur Forest disease virus;Alkhumra hemorrhagic fever virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048170;33743;172148,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
33743.0,1,10774,Kyasanur Forest disease virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus kyasanurense;Kyasanur Forest disease virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048170;33743,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
59563.0,1,10759,Ilheus virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus ilheusense;Ilheus virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3052466;59563,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11053.0,1,10735,dengue virus type 1,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus denguei;Dengue virus;dengue virus type 1,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3052464;12637;11053,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
1930298.0,5,10734,Chicken stool-associated gemycircularvirus,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga2;Chicken stool-associated gemycircularvirus,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844629;1930298,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11060.0,1,10723,dengue virus type 2,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus denguei;Dengue virus;dengue virus type 2,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3052464;12637;11060,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
11318.0,6,10616,Thogotovirus dhoriense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Thogotovirus;Thogotovirus dhoriense,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;35323;11318,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
3052330.0,2,10483,Mammarenavirus wenzhouense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus wenzhouense,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;3052330,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
3052302.0,2,10464,Mammarenavirus chapareense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus chapareense,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;3052302,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
11083.0,1,10415,Powassan virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus powassanense;Powassan virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048287;11083,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
11709.0,1,10359,Human immunodeficiency virus 2,species,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Human immunodeficiency virus 2,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;11646;11709,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
3052314.0,2,10352,Mammarenavirus lujoense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lujoense,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;3052314,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
38837.0,1,10182,Banzi virus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus banziense;Banzi virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3047395;38837,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1729141.0,1,9867,Human pegivirus 2,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Pegivirus;Pegivirus columbiaense;Human pegivirus 2,10239;2559587;2732396;2732406;2732462;2732545;11050;1307799;3052606;1729141,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1245561.0,2,9818,Wuharv (rhesus) parvovirus 1,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Protoparvovirus;Protoparvovirus primate2;Wuharv (rhesus) parvovirus 1,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1506574;3052715;1245561,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
41856.0,1,9646,Hepatitis C virus genotype 1,genotype,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis;Hepatitis C virus genotype 1,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052230;41856,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;genotype
1704090.0,1,9538,Human hepegivirus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Pegivirus;Pegivirus columbiaense;Human hepegivirus,10239;2559587;2732396;2732406;2732462;2732545;11050;1307799;3052606;1704090,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
356114.0,1,9456,Hepatitis C virus genotype 3,genotype,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis;Hepatitis C virus genotype 3,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052230;356114,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;genotype
1544901.0,1,9443,Hepatitis C virus genotype 7,genotype,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis;Hepatitis C virus genotype 7,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052230;1544901,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;genotype
54290.0,1,9392,GB virus C,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Pegivirus;Pegivirus hominis;GB virus C,10239;2559587;2732396;2732406;2732462;2732545;11050;1307799;3052608;54290,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
33745.0,1,9355,Hepatitis C virus genotype 4,genotype,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis;Hepatitis C virus genotype 4,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052230;33745,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;genotype
33746.0,1,9343,Hepatitis C virus genotype 5,genotype,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis;Hepatitis C virus genotype 5,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052230;33746,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;genotype
1758225.0,1,9316,Human pegivirus,no rank,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Pegivirus;Pegivirus platyrrhini;Human pegivirus,10239;2559587;2732396;2732406;2732462;2732545;11050;1307799;3052610;1758225,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
3160829.0,3,9184,Lamedtorquevirus hominid11,species,Viruses;Anelloviridae;Lamedtorquevirus;Lamedtorquevirus hominid11,10239;687329;3152494;3160829,superkingdom;family;genus;species
11676.0,1,9181,Human immunodeficiency virus 1,species,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Human immunodeficiency virus 1,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;11646;11676,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
3052236.0,1,9143,Hepacivirus platyrrhini,species,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus platyrrhini,10239;2559587;2732396;2732406;2732462;2732545;11050;11102;3052236,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
11909.0,1,8952,Human T-lymphotropic virus 2,no rank,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 2;Human T-lymphotropic virus 2,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;153136;194441;11909,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1511807.0,1,8931,rosavirus A2,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Rosavirus;Rosavirus A;rosavirus A2,10239;2559587;2732396;2732408;2732506;464095;12058;2946635;1511804;1511805;1511807,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
28332.0,1,8913,Human T-lymphotropic virus 3,no rank,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3;Human T-lymphotropic virus 3,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;153136;194443;28332,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1714619.0,1,8910,Orthobornavirus bornaense,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Bornaviridae;Orthobornavirus;Orthobornavirus bornaense,10239;2559587;2732396;2497569;2497570;2497574;11157;178830;186458;1714619,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
1897087.0,1,8850,Orthobornavirus sciuri,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Bornaviridae;Orthobornavirus;Orthobornavirus sciuri,10239;2559587;2732396;2497569;2497570;2497574;11157;178830;186458;1897087,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species
318279.0,1,8791,Human T-lymphotropic virus 4,species,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;unclassified Deltaretrovirus;Human T-lymphotropic virus 4,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;153136;347956;318279,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;no rank;species
12475.0,5,8411,Hepatitis delta virus,species,Viruses;Ribozyviria;Kolmioviridae;Deltavirus;Hepatitis delta virus,10239;2842242;2842321;39759;12475,superkingdom;clade;family;genus;species
1313215.0,1,8251,aichivirus A1,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Kobuvirus;Kobuvirus aichi;aichivirus A1,10239;2559587;2732396;2732408;2732506;464095;12058;2946635;194960;72149;1313215,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
114654.0,1,8207,DG-75 Murine leukemia virus,no rank,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Murine leukemia virus;unclassified Murine leukemia virus;DG-75 Murine leukemia virus,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;153135;11786;368797;114654,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank;no rank
2779847.0,1,8115,cardiovirus D1,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Cardiovirus;Cardiovirus D;cardiovirus D1,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12103;2734523;2779847,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
12104.0,2,8066,Encephalomyocarditis virus,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Cardiovirus;Cardiovirus A;Encephalomyocarditis virus,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12103;1821749;12104,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1330524.0,1,7989,Salivirus A,species,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Salivirus;Salivirus A,10239;2559587;2732396;2732408;2732506;464095;12058;2946635;688449;1330524,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
333767.0,1,7989,Alphapapillomavirus 3,species,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Firstpapillomavirinae;Alphapapillomavirus;Alphapapillomavirus 3,10239;2731342;2732092;2732415;2732421;2732533;151340;2169595;333750;333767,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
651733.0,1,7982,Salivirus NG-J1,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Salivirus;Salivirus A;Salivirus NG-J1,10239;2559587;2732396;2732408;2732506;464095;12058;2946635;688449;1330524;651733,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
333923.0,1,7746,Human papillomavirus 5,serotype,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Firstpapillomavirinae;Betapapillomavirus;Betapapillomavirus 1;Human papillomavirus 5,10239;2731342;2732092;2732415;2732421;2732533;151340;2169595;333922;337051;333923,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
1529909.0,1,7745,Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GI;Norovirus genogroup 1 isolates;Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122928;235544;1529909,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;clade;no rank;no rank
333764.0,1,7723,Human papillomavirus type 34,serotype,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Firstpapillomavirinae;Alphapapillomavirus;Alphapapillomavirus 11;Human papillomavirus type 34,10239;2731342;2732092;2732415;2732421;2732533;151340;2169595;333750;337049;333764,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
1330491.0,1,7632,Cosavirus A,species,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Cosavirus;Cosavirus A,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;586418;1330491,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
10589.0,1,7614,Human papillomavirus type 41,serotype,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Firstpapillomavirinae;Nupapillomavirus;Nupapillomavirus 1;Human papillomavirus type 41,10239;2731342;2732092;2732415;2732421;2732533;151340;2169595;475861;334205;10589,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
172314.0,1,7590,Ljungan virus,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Paavivirinae;Parechovirus;Parechovirus B;Ljungan virus,10239;2559587;2732396;2732408;2732506;464095;12058;2946640;138954;1803957;172314,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
552592.0,1,7556,Norovirus GII.17,clade,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.17,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;552592,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;clade;clade
1529918.0,1,7551,Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII isolates;Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;490043;1529918,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;clade;clade;no rank
1529924.0,1,7543,Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII isolates;Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;490043;1529924,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;clade;clade;no rank
1294177.0,1,7537,parechovirus C1,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Paavivirinae;Parechovirus;Parechovirus C;parechovirus C1,10239;2559587;2732396;2732408;2732506;464095;12058;2946640;138954;2031165;1294177,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
